location,season,weather_cond,humidity,wind_speed,pressure,temperature
Phuket,Rainy,Cloudy,23.66165486,25.4263238,995.7239995,33.04787199
Phuket,Rainy,Overcast,,13.98464167,1012.773011,19.1684278
Bangkok,Rainy,Cloudy,44.05384421,28.58978777,1018.925565,27.88987724
Khon Kaen,Summer,Cloudy,75.18582735,25.58189416,997.8444708,26.13197586
Khon Kaen,Rainy,Overcast,78.65787147,4.650143782,997.8893465,22.22301774
Khon Kaen,Summer,Cloudy,37.30828728,25.47280902,992.6421009,32.63513674
Bangkok,Rainy,Overcast,87.32092588,29.11272334,1007.925631,20.49650376
Phuket,Winter,Overcast,29.42602056,6.297759562,996.2759827,24.52230865
Khon Kaen,Summer,Overcast,,7.307609224,998.0071395,27.4016524
Bangkok,Summer,Sunny,67.053215,17.08693721,999.5231574,30.51186857
Chiang Mai,Summer,Cloudy,,6.041815747,1017.181385,30.03769408
Phuket,Winter,Overcast,47.19715645,4.15247313,1012.982113,21.16934575
Bangkok,Winter,Overcast,71.41095512,13.61319528,1015.804201,17.23172923
Chiang Mai,Rainy,Cloudy,48.82168715,17.23807082,1019.35747,24.92134507
Bangkok,Winter,Cloudy,83.28502724,16.72641282,995.5778077,16.93728983
Khon Kaen,Summer,Overcast,89.80370122,5.575147664,1005.020277,21.96995225
Bangkok,Rainy,Cloudy,93.62407626,19.98449463,999.6140171,24.04632134
Khon Kaen,Winter,Cloudy,77.98396051,7.166760521,1008.67175,19.33879744
Chiang Mai,Summer,Overcast,77.70217959,-36.60106158,1004.529881,20.54268434
Chiang Mai,Winter,Cloudy,38.26112892,3.938219631,991.7332246,22.09745613
Bangkok,Rainy,Sunny,68.83375896,2.770501904,1011.569385,28.82587168
Bangkok,Rainy,Sunny,38.28500692,29.71215432,993.7627062,28.79845022
Phuket,Winter,Overcast,87.05288727,11.62752135,1004.169797,15.28725059
Chiang Mai,Rainy,Sunny,88.82368961,8.696739484,1014.789943,21.0928998
Bangkok,Rainy,Overcast,91.07074667,19.4345607,991.7461146,18.28867548
Chiang Mai,Rainy,Sunny,79.64302265,17.7091474,1015.913281,23.31269287
Khon Kaen,Summer,Overcast,27.1196437,17.08812908,1006.488865,34.05644095
Bangkok,Rainy,Sunny,71.72153931,23.67455381,991.1089365,25.16466778
Chiang Mai,Summer,Sunny,,7.060933277,1005.759291,32.86647449
Bangkok,Rainy,Cloudy,58.24446143,27.73127587,995.5889837,26.9079905
Chiang Mai,Rainy,Cloudy,31.26950297,6.160880398,995.0727651,27.1551343
Chiang Mai,Rainy,Overcast,92.36730653,2.429524811,1019.655835,15.62139823
Chiang Mai,Winter,Sunny,39.90347313,20.01719751,1017.629634,22.69973322
Khon Kaen,Winter,Overcast,50.85963368,12.90398189,993.0252379,20.93528227
Chiang Mai,Rainy,Sunny,76.07232059,23.70121287,991.7355714,22.51253884
Bangkok,Summer,Overcast,78.27809692,9.642508834,,24.56022638
Phuket,Winter,Sunny,36.12077074,4.970495872,1018.178585,27.20484246
Phuket,Rainy,Cloudy,33.84459878,3.595810722,1005.928491,33.91330238
Bangkok,Winter,Sunny,84.69305031,9.996622912,1007.359578,17.81918312
Chiang Mai,Rainy,Sunny,61.68482051,26.96122899,998.870825,23.47419651
Chiang Mai,Rainy,Overcast,74.50901663,7.637525788,999.0687149,19.36988143
Phuket,Rainy,Sunny,71.10924641,20.82814985,1010.803699,27.03596976
Chiang Mai,Winter,Overcast,28.00073473,5.691489118,1004.549128,20.18470155
Phuket,Summer,Sunny,70.45011285,2.240519673,999.9791667,30.63195121
Chiang Mai,Rainy,,40.91380034,0.014424162,998.6940527,22.9140404
Phuket,Rainy,Sunny,23.04178971,22.22361753,996.2399519,34.86643174
Chiang Mai,Rainy,Cloudy,73.58020576,4.221506015,1004.823127,21.57535193
Chiang Mai,Summer,Cloudy,49.6509921,19.09845781,1010.848174,25.82903616
Khon Kaen,Summer,Cloudy,82.23791453,4.876191834,996.4037337,28.62364982
Chiang Mai,Winter,Overcast,65.09612397,14.59723931,1003.753866,15.74587116
Bangkok,Summer,Sunny,45.21335661,7.601275531,991.1948267,31.47559664
Chiang Mai,Summer,Overcast,49.97954635,21.46916273,1014.818719,27.27166581
Phuket,Winter,Overcast,58.5543371,18.83535588,1008.12363,20.24162496
Bangkok,Rainy,Cloudy,58.86453577,1.497355172,1017.881292,24.53253577
Phuket,Summer,Cloudy,69.06360914,22.17541998,1011.893438,29.30864423
Khon Kaen,Rainy,Overcast,43.61454146,22.39562964,1000.819515,25.83687522
Chiang Mai,Winter,Sunny,80.44486071,0.710590321,1012.068533,16.11507307
Phuket,Summer,Cloudy,93.1273306,2.928033903,990.5062841,27.46006648
Chiang Mai,Rainy,Overcast,65.5202973,0.823717896,1004.107263,21.27959526
Phuket,Winter,Overcast,49.13600725,25.6322716,1017.676072,19.88268857
Chiang Mai,Rainy,Overcast,31.46717229,21.40138199,990.4056667,24.67530485
Khon Kaen,Rainy,Overcast,26.41419248,7.98363585,995.9760302,30.43295414
Chiang Mai,Summer,,42.70634853,20.45438668,996.177129,28.58822212
Khon Kaen,Summer,Sunny,73.63698788,15.80299308,998.9285386,32.07589472
Bangkok,Rainy,Sunny,59.10516756,28.67238551,,28.98877274
Khon Kaen,Rainy,Sunny,73.88227948,23.9120326,997.6605848,25.1434941
Khon Kaen,Winter,Cloudy,36.43709054,19.96287272,991.951365,23.56141168
Chiang Mai,Summer,Cloudy,93.19057485,19.70185501,996.647074,23.69010364
Chiang Mai,Winter,Sunny,43.09910636,28.26500918,992.1189163,20.80219026
Bangkok,Rainy,Overcast,64.94617924,6.597958286,1008.161578,21.70020082
Chiang Mai,Summer,Sunny,28.33420293,23.37802121,1018.631708,32.55959363
Phuket,Summer,Sunny,85.73780436,27.72572718,993.8301935,29.03509799
Chiang Mai,Rainy,Sunny,69.17124147,11.98435498,1002.01936,25.48436551
Chiang Mai,Winter,Sunny,75.21023592,5.172398491,1014.720341,18.19772557
Phuket,Rainy,Cloudy,30.15071056,10.03017235,1019.643186,29.82498241
Chiang Mai,Summer,Sunny,61.34094657,28.67636737,1009.41776,27.78104844
Bangkok,Winter,Overcast,81.06507888,18.52008215,999.0462195,16.83794927
Phuket,Rainy,Overcast,75.65363242,13.57574512,1018.557655,23.01299141
Bangkok,Summer,Cloudy,76.66048913,22.33749327,,25.91282426
Phuket,Rainy,Overcast,57.67920788,20.69660313,1012.539184,24.28062628
Chiang Mai,Summer,Cloudy,24.35837688,26.3030621,1009.884787,29.69458593
Phuket,Summer,Overcast,81.43623513,19.40801928,1008.343018,25.14942421
Phuket,Rainy,Sunny,38.15176251,18.16126685,991.137629,32.01196577
Bangkok,Summer,Overcast,83.30563164,7.476553081,993.7915314,23.47189009
Phuket,Winter,Overcast,52.88921659,18.68290168,1006.771107,21.14142678
Khon Kaen,Rainy,Sunny,78.07873912,9.156067874,995.8381907,26.35786937
Bangkok,Summer,Cloudy,42.90409089,23.68052636,1017.231422,30.37893521
Khon Kaen,Summer,Overcast,72.07875202,15.44583205,1014.353657,23.46844899
Bangkok,Rainy,Cloudy,31.36951399,16.23155886,997.2180246,29.96328683
Khon Kaen,Rainy,Overcast,27.00629589,7.6926192,1008.675675,29.16114179
Bangkok,Winter,Cloudy,63.8242183,19.14340845,1017.487446,19.58721179
Chiang Mai,Summer,Overcast,51.84133562,23.43369259,1005.789828,25.76461498
Phuket,Winter,Cloudy,,15.64259315,1018.509332,17.38965825
Khon Kaen,Summer,Cloudy,58.95629959,2.432273867,1019.039488,29.29469966
Phuket,Rainy,Sunny,23.12294189,16.23947701,1017.991623,35.90282939
Phuket,Summer,Overcast,65.60119343,12.73310018,1004.801108,26.14068575
Khon Kaen,Rainy,Overcast,79.55607036,15.74771524,1000.592781,20.65283012
Bangkok,Summer,Overcast,48.93721591,9.032027352,1003.484917,29.08935939
Bangkok,Summer,Cloudy,90.29492201,24.12554823,1007.423477,25.95973309
Khon Kaen,Rainy,Sunny,86.06328978,21.32934213,1018.320121,26.0704811
Chiang Mai,Summer,Cloudy,74.32916889,4.746524155,994.3331444,22.43569796
Chiang Mai,Summer,Cloudy,22.54502173,17.49596383,,33.29394978
Bangkok,Rainy,Cloudy,24.67311137,1.322866669,1013.403005,29.61574233
Phuket,Winter,Cloudy,42.42702574,24.31965563,1008.032989,26.84143965
Chiang Mai,Summer,,38.710558,16.27176771,1016.70536,24.50324461
Khon Kaen,Winter,Cloudy,35.64246568,10.11457559,992.262271,25.94285206
Phuket,Summer,Overcast,48.03945227,22.33845404,1008.116439,30.00142632
Bangkok,Summer,Sunny,50.06503652,29.64875158,1007.226033,33.80052572
Phuket,Summer,Cloudy,,28.65529193,1018.942045,33.28362179
Chiang Mai,Rainy,Sunny,92.09857822,5.062556876,1001.776576,21.91123519
Chiang Mai,Winter,Overcast,29.16465057,4.092417464,1009.735737,20.46234549
Khon Kaen,Summer,Overcast,69.67620863,13.87506939,1012.313315,24.97088852
Bangkok,Summer,Cloudy,26.60273512,29.55789744,1002.470849,32.47245858
Khon Kaen,Summer,Overcast,68.02065136,1.662904817,1015.961208,26.60401615
Khon Kaen,Summer,Cloudy,60.87231976,23.66484472,1016.457646,33.09048364
Chiang Mai,Rainy,Cloudy,53.36652367,2.53594836,1005.419693,26.36388734
Chiang Mai,Rainy,Cloudy,49.56045294,24.9561743,994.8709396,21.25677079
Bangkok,Rainy,Overcast,48.6771466,9.163410299,1006.1472,25.48231602
Chiang Mai,Winter,Sunny,91.33213111,26.6935826,1014.463465,14.20170308
Chiang Mai,Rainy,Overcast,54.97972267,28.90126967,1003.687422,19.64223919
Chiang Mai,Summer,Sunny,87.35338429,16.07348286,1011.856481,24.86514561
Phuket,Summer,Overcast,87.40884628,9.237962122,996.770875,24.5794067
Khon Kaen,Winter,Overcast,25.517378,4.062832227,994.2541671,26.22074428
Chiang Mai,Summer,Cloudy,77.27972312,10.01578018,1012.832682,23.35720892
Bangkok,Summer,Cloudy,49.20742554,5.093266862,994.234765,31.16020474
Phuket,Rainy,Sunny,54.44872541,9.331280553,1007.988686,28.30181974
Bangkok,Winter,Sunny,64.76992826,27.38010827,1003.452723,23.28161539
Chiang Mai,Winter,Overcast,59.77796739,13.4274354,1017.507895,14.41104462
Bangkok,Rainy,Cloudy,51.88466706,19.57477294,,24.98371532
Khon Kaen,Summer,Cloudy,70.42807116,22.50124707,1006.058038,28.52641404
Bangkok,Rainy,Sunny,68.4696172,24.8315416,1002.340471,27.42056451
Phuket,Summer,Overcast,76.63392263,10.38660774,1009.569404,26.34404636
Phuket,Summer,Sunny,55.48223688,26.09076335,999.3371051,33.51529074
Chiang Mai,Rainy,Cloudy,90.47444747,22.4306851,1009.542921,16.49977436
Bangkok,Rainy,Overcast,60.90918644,20.60268378,1015.144559,21.19819941
Phuket,Summer,Sunny,69.2264071,19.07579052,996.7728059,31.16331645
Bangkok,Summer,Cloudy,63.50138858,6.665872192,,29.33099517
Phuket,Winter,Overcast,25.40984862,23.09159757,1000.179667,24.70701765
Khon Kaen,Rainy,Cloudy,70.44829078,2.106313782,1008.658018,26.00336152
Phuket,Summer,Overcast,54.99932865,23.42629151,1010.841403,28.76566086
Khon Kaen,Summer,Sunny,24.88380715,20.50235626,992.2907542,34.19577576
Bangkok,Winter,Sunny,68.34781917,26.35012279,1001.170128,20.25173267
Khon Kaen,Rainy,Overcast,83.70013647,13.7757593,1004.319369,17.75406052
Bangkok,Winter,Overcast,37.08619481,12.62380698,997.8226386,24.31382495
Bangkok,Rainy,Overcast,59.96216882,3.668115776,1004.431299,23.350078
Khon Kaen,Summer,Overcast,59.32131395,26.55669632,1000.920792,25.84262476
Phuket,Summer,Sunny,,18.69760375,1011.775223,35.2178748
Phuket,Rainy,Cloudy,91.84782048,19.2178819,1012.041298,21.79833897
Bangkok,Summer,Overcast,69.56780237,22.57334849,996.4430089,24.26504549
Chiang Mai,Rainy,Cloudy,64.63954797,7.85068429,1008.269002,21.97059498
Khon Kaen,Rainy,Sunny,62.58949109,10.72692624,1000.00895,28.93410279
Khon Kaen,Summer,Overcast,69.52253372,11.05842818,1018.212861,28.08459156
Khon Kaen,Rainy,Sunny,,9.514364895,1003.232382,27.64753188
Bangkok,Rainy,Cloudy,57.13552198,27.19648766,1015.988352,27.00324762
Chiang Mai,Summer,,23.93498122,12.9259704,1016.665297,31.8548308
Bangkok,Winter,Overcast,26.36028802,24.27634676,993.855249,25.15511189
Phuket,Summer,Cloudy,26.77477523,8.947033809,992.3106024,36.01825247
Bangkok,Summer,Cloudy,89.64498831,5.555657109,1014.526798,23.15371139
Khon Kaen,Winter,Cloudy,21.11835872,27.79034584,1012.249396,24.88880043
Chiang Mai,Rainy,Overcast,31.48877199,25.39039657,1018.637249,25.85053254
Phuket,Rainy,Sunny,62.82088077,17.85688855,1004.003415,28.79010437
Phuket,Summer,Overcast,69.85730282,13.72806269,995.4296243,27.30954603
Khon Kaen,Summer,Overcast,31.85426476,18.0856391,1006.127032,32.33173472
Phuket,Summer,Cloudy,62.10126759,22.01506833,1013.060421,30.50363306
Chiang Mai,Rainy,Sunny,49.46111234,17.70424601,,25.22628561
Phuket,Winter,Sunny,51.21536739,15.77976441,998.346962,25.31929206
Khon Kaen,Rainy,Overcast,,14.69488071,1019.527502,18.65043671
Khon Kaen,Rainy,Overcast,22.19419187,2.597248303,1005.029643,34.22803731
Khon Kaen,Winter,Overcast,48.82387705,-33.3467824,1000.84411,25.16502163
Chiang Mai,Rainy,Overcast,54.23075446,8.710435746,1014.498528,22.933667
Khon Kaen,Summer,Sunny,,17.28264966,999.3414382,35.92878686
Phuket,Rainy,Sunny,85.62213707,11.62218513,1001.821064,26.19588105
Chiang Mai,Winter,Sunny,26.65804283,3.539030246,1007.14416,26.19648309
Khon Kaen,Summer,Sunny,56.46514652,29.14534819,991.3636516,31.43570502
Chiang Mai,Summer,Cloudy,91.92446693,-26.57543894,,21.71577889
Khon Kaen,Summer,Cloudy,82.23791453,4.876191834,996.4037337,28.62364982
Bangkok,Summer,Sunny,75.49727682,22.36608269,995.4453767,900
Bangkok,Summer,Cloudy,68.91747529,28.17495812,993.8084894,28.61007907
Phuket,Summer,Cloudy,39.42658165,0.236795624,1014.603485,34.38787839
Chiang Mai,Summer,Cloudy,77.58646523,4.394342304,993.4651685,23.57994961
Bangkok,Rainy,Cloudy,36.52972231,12.67246089,1005.085226,30.79192079
Phuket,Rainy,Cloudy,90.4530577,14.85932869,1013.999946,22.75138441
Chiang Mai,Winter,Cloudy,70.11747788,13.9148642,1011.24218,17.72313548
Khon Kaen,Summer,Cloudy,73.43184124,18.28013761,1012.612822,27.62088794
Chiang Mai,Rainy,Sunny,83.90651379,21.17499028,1019.006986,24.14286571
Phuket,Winter,Sunny,68.99611623,13.16608621,1019.880891,21.06484889
Phuket,Summer,Cloudy,45.19412863,23.41519339,1004.264526,32.37496774
Chiang Mai,Winter,Cloudy,46.34692003,15.16148271,,19.40726094
Khon Kaen,Rainy,Overcast,31.41743883,4.800002779,1017.277055,31.50697773
Bangkok,Rainy,Sunny,54.73428963,21.26599295,995.4092869,26.5954239
Phuket,Winter,Sunny,53.91441905,27.5113072,997.386778,25.85411757
Khon Kaen,Rainy,Overcast,33.78503821,4.338481308,1005.776937,29.92747916
Chiang Mai,Summer,Sunny,30.77077575,24.91915853,990.3785529,34.28713518
Chiang Mai,Summer,Cloudy,80.07977527,25.58864337,1012.173366,22.24430382
Chiang Mai,Rainy,Cloudy,70.87429612,21.14216688,1019.952735,19.10267583
Phuket,Winter,Cloudy,52.69883124,22.97631448,1007.18715,22.65101791
Bangkok,Summer,Overcast,34.75885719,13.00690512,993.7186549,30.07370052
Bangkok,Winter,Sunny,22.96944298,12.7431243,1016.384024,27.52457941
Phuket,Summer,Sunny,65.71470923,16.36192822,1003.553495,33.0419309
Chiang Mai,Winter,Cloudy,88.12798741,1.129353136,994.4592428,11.66641281
Khon Kaen,Summer,Overcast,32.1120764,6.100799798,1003.356304,30.10115839
Khon Kaen,Winter,Overcast,66.15370552,26.33145582,1019.505929,18.53041336
Khon Kaen,Summer,Cloudy,31.53044518,17.71231613,992.066816,34.81111877
Khon Kaen,Summer,Sunny,33.93925513,5.185031886,1012.336254,34.35548639
Chiang Mai,Winter,Cloudy,45.55808406,22.95188102,,21.02212245
Chiang Mai,Summer,Cloudy,,21.5381992,1018.60818,29.26258808
Khon Kaen,Summer,Overcast,25.12786469,16.75183243,999.2099178,33.68845793
Chiang Mai,Summer,Overcast,57.65367235,26.78091723,1005.461537,27.92380219
Phuket,Rainy,Overcast,32.42144661,4.263959885,1013.346559,29.96479792
Khon Kaen,Rainy,Cloudy,43.59555616,14.3944572,1012.334852,29.51855705
Khon Kaen,Winter,Cloudy,63.75351757,7.435771271,1003.097685,20.122231
Chiang Mai,Rainy,Cloudy,85.43911094,26.01390337,1017.329065,900
Khon Kaen,Rainy,Cloudy,74.461692,19.74073324,998.2827406,21.11181325
Bangkok,Rainy,Sunny,85.25252272,-43.95608904,1014.158138,26.91475005
Khon Kaen,Summer,Overcast,73.50241447,1.967185333,990.3687481,26.31906528
Phuket,Summer,Sunny,49.80661739,5.816140243,1017.218724,900
Bangkok,Rainy,Sunny,32.1305779,9.942574326,1002.439876,32.8825962
Bangkok,Summer,Overcast,88.29718113,19.30385325,1009.973427,22.45889675
Bangkok,Summer,Sunny,72.47772185,27.15209204,1014.409516,29.14918564
Phuket,Summer,Sunny,83.45544543,1.152232834,1009.401392,26.12215264
Chiang Mai,Winter,Overcast,56.22090723,4.338295717,1008.094848,16.12491234
Phuket,Winter,Sunny,81.39396581,8.006798501,997.520098,20.87056165
Phuket,Summer,Overcast,87.65568428,13.70650099,1010.977124,24.07100452
Chiang Mai,Winter,Sunny,83.87639963,23.29842044,1010.334984,14.68152876
Chiang Mai,Summer,Cloudy,44.11366664,26.94426901,995.0183487,29.14657031
Khon Kaen,Summer,Overcast,23.46163961,9.495432329,996.3551003,34.24772437
Phuket,Summer,Overcast,55.68777613,12.55645,1017.566966,30.21657807
Chiang Mai,Rainy,Sunny,60.17228077,19.69242195,997.6413918,25.34017489
Chiang Mai,Winter,Cloudy,33.66639668,12.00845863,994.9525701,23.1444583
Chiang Mai,Rainy,Sunny,91.39026961,28.87270076,993.6048769,16.95084906
Phuket,Rainy,Sunny,75.82074057,23.50464029,1004.045648,25.67511437
Phuket,Rainy,Sunny,75.58887819,19.92592113,1009.18074,28.65090778
Chiang Mai,Summer,Overcast,70.33036051,6.657118442,996.0691541,23.5133367
Phuket,Rainy,Sunny,91.89314614,16.55053204,1012.316213,21.72727716
Khon Kaen,Rainy,Overcast,86.29720078,19.55033778,1019.304321,19.50761763
Phuket,Summer,Overcast,92.25456691,16.32575065,1016.140128,22.03678047
Phuket,Rainy,Cloudy,,16.11223674,993.942976,32.30279195
Khon Kaen,Winter,Overcast,,14.34813368,1002.672068,12.51818422
Chiang Mai,Summer,,89.3986431,3.279652098,1002.065116,24.21857886
Chiang Mai,Rainy,Sunny,80.68671231,6.008079792,1009.219254,23.16948061
Chiang Mai,Rainy,Sunny,24.92658424,20.23358743,996.7902403,28.79868281
Phuket,Rainy,Sunny,48.13108532,1.608839024,990.5708368,34.36535743
Phuket,Winter,Overcast,56.18866475,27.34750808,,18.6432418
Chiang Mai,Summer,Overcast,87.58349309,25.22568861,1017.425973,20.78492033
Phuket,Rainy,Sunny,49.66811167,1.189207229,993.7978708,32.64034679
Khon Kaen,Summer,Cloudy,79.66311747,14.4467127,1000.62438,28.73280304
Chiang Mai,Rainy,Overcast,,2.429093163,1010.462467,18.77341372
Chiang Mai,Rainy,Sunny,,20.18797507,993.6155804,30.39456745
Bangkok,Summer,Cloudy,,8.70315901,995.2307885,25.6838787
Chiang Mai,Summer,Sunny,74.93172189,6.527558852,995.4524659,28.5814612
Phuket,Rainy,Cloudy,31.99461504,25.25217566,1019.414931,30.98495885
Phuket,Rainy,Overcast,37.00381438,4.146250673,1012.272806,27.01534917
Phuket,Rainy,Overcast,60.73978578,8.817933848,1001.902398,26.93644995
Chiang Mai,Summer,Overcast,66.8821348,7.156468352,992.9535938,19.90088118
Phuket,Rainy,Overcast,46.72861809,20.04153063,1013.054305,25.35061762
Phuket,Winter,Sunny,53.31250227,14.35602206,1018.91672,26.12191831
Chiang Mai,Summer,Sunny,36.21649832,19.55613956,995.09059,32.67073776
Chiang Mai,Rainy,Cloudy,62.87368662,15.81268946,1014.739217,26.52284203
Bangkok,Summer,Overcast,21.76390865,12.03604519,994.3512979,33.16216514
Chiang Mai,Summer,Sunny,88.64201034,6.54158363,993.8023609,27.20038583
Chiang Mai,Winter,Cloudy,76.4104743,-29.41562159,997.9581185,15.77423997
Phuket,Winter,Cloudy,71.68569932,24.61521751,1019.029969,19.22165344
Phuket,Rainy,Sunny,41.11904781,26.78093396,1004.490773,31.58392185
Phuket,Summer,Sunny,36.82581449,14.64933559,1001.242463,34.99074965
Khon Kaen,Summer,Sunny,91.43211147,3.880196083,1009.756558,29.37868938
Bangkok,Summer,Sunny,78.074483,29.02848558,1012.620549,27.83361155
Bangkok,Winter,Overcast,24.08583752,9.257062441,1007.367826,23.51857555
Khon Kaen,Winter,Sunny,20.84864232,22.2848523,1011.171938,26.84249242
Khon Kaen,Rainy,Sunny,58.94425031,15.75485808,1009.351107,29.59707395
Chiang Mai,Rainy,Cloudy,70.97797696,14.93952464,995.5199318,18.9546667
Bangkok,Winter,Overcast,71.41095512,13.61319528,1015.804201,17.23172923
Chiang Mai,Rainy,Sunny,33.32899409,9.405936218,1013.95091,29.33447753
Khon Kaen,Summer,Sunny,77.29214441,14.13681134,,31.38792223
Bangkok,Summer,Cloudy,44.10756613,18.12879815,1009.291031,32.70756682
Khon Kaen,Summer,Overcast,88.75552217,15.55722339,991.5726691,21.41864843
Phuket,Rainy,Overcast,45.17451236,23.23859339,999.5375862,26.81819384
Khon Kaen,Summer,Sunny,32.24892369,14.19754039,1008.416282,36.86446929
Chiang Mai,Summer,Cloudy,60.01476972,1.934238144,1008.335027,25.62848203
Bangkok,Winter,Cloudy,33.84118435,29.91758911,1001.377166,20.96323343
Chiang Mai,Summer,Sunny,43.0323519,7.730768074,1015.117899,33.35863362
Bangkok,Rainy,Cloudy,88.79394856,19.00235347,996.4668018,18.35399591
Phuket,Winter,Sunny,22.54198309,2.06341194,994.3834183,27.62080736
Chiang Mai,Summer,Sunny,48.59035073,10.34344124,1003.821946,29.26435629
Khon Kaen,Rainy,Cloudy,60.1002838,15.58089225,1013.019574,27.56754178
Chiang Mai,Summer,Cloudy,26.07840732,17.26602038,992.0823862,31.02618659
Bangkok,Rainy,Sunny,75.91981906,7.066792977,1011.477702,26.77042142
Phuket,Summer,Overcast,87.91447513,18.73577118,1014.264876,25.97373718
Chiang Mai,Summer,Sunny,65.09750782,21.82457316,995.2694958,28.42943997
Bangkok,Rainy,Cloudy,43.73247511,9.59739982,1017.589588,25.11342527
Chiang Mai,Summer,Cloudy,36.19356582,2.678185088,993.686146,33.78966319
Chiang Mai,Winter,Overcast,55.52048879,18.05601845,1014.783733,14.04366702
Chiang Mai,Summer,Sunny,86.76513413,8.712715585,1017.800771,22.69302964
Phuket,Summer,Cloudy,71.38783278,26.23268693,,28.93079205
Khon Kaen,Rainy,Overcast,78.03533882,25.49334941,991.9083922,20.35467309
Chiang Mai,Rainy,Cloudy,51.45875565,1.410395248,991.3645229,25.18576587
Chiang Mai,Summer,Sunny,44.12169334,13.52573672,992.5439975,32.39815165
Phuket,Rainy,Overcast,59.15408437,28.2307921,1012.787048,24.55947356
Bangkok,Rainy,Overcast,72.82009254,26.61653952,996.1638261,18.28683369
Phuket,Summer,Sunny,61.97164511,19.73675711,994.688994,33.3162964
Khon Kaen,Rainy,Overcast,39.86352305,6.260964571,,27.47326863
Bangkok,Winter,Overcast,55.28256761,6.855574928,1000.334889,18.174619
Khon Kaen,Rainy,Sunny,40.87215664,26.15154382,1016.14154,30.29440176
Khon Kaen,Summer,Sunny,26.93215416,29.45248949,1008.561866,34.22471151
Phuket,Summer,Overcast,34.99967376,5.063834628,995.5878985,33.83876788
Khon Kaen,Rainy,Cloudy,62.02699044,12.94620954,1016.68967,25.38289698
Bangkok,Rainy,Overcast,23.58478613,27.98068614,995.0617672,27.67165918
Chiang Mai,Rainy,Sunny,69.44487282,15.91052976,1016.385077,26.13893865
Bangkok,Winter,Overcast,31.71794633,14.44361074,1011.035822,22.41329954
Khon Kaen,Summer,Overcast,31.84310785,20.4770199,997.3743156,33.51588812
Khon Kaen,Rainy,Sunny,79.39287369,3.053350827,1008.366677,24.18395486
Bangkok,Rainy,Sunny,79.34158214,14.31949881,,25.40648677
Chiang Mai,Rainy,Overcast,28.97582688,29.62616607,1006.059813,25.4987141
Phuket,Winter,Cloudy,59.63183706,27.86693957,1002.657364,21.26137206
Khon Kaen,Rainy,Overcast,49.39088411,3.460473095,1000.078225,25.34471636
Phuket,Rainy,Overcast,28.99028376,4.718783136,1000.118135,28.5971372
Chiang Mai,Summer,Sunny,94.784627,8.241031216,1015.950261,23.50084987
Phuket,Winter,Sunny,93.41166372,2.637044154,1003.80999,20.79234254
Bangkok,Summer,Overcast,47.90275781,9.315530092,1012.747494,32.28717581
Khon Kaen,Rainy,Overcast,28.76719075,17.64997624,999.7015736,25.48158707
Phuket,Rainy,Overcast,76.80122792,17.83418532,1017.453087,23.60652525
Chiang Mai,Summer,Overcast,73.16540692,13.01621794,1016.070998,21.08951542
Phuket,Winter,Cloudy,60.30072528,21.16256009,996.4302777,20.68738498
Chiang Mai,Rainy,Overcast,90.5053349,18.80472438,992.9621395,15.67595254
Bangkok,Summer,Cloudy,57.09111687,15.21168082,1019.559913,30.0467031
Khon Kaen,Rainy,Overcast,94.59806593,27.26339907,992.4130684,17.81563348
Khon Kaen,Summer,Cloudy,80.80997073,24.02684269,1009.769847,28.62917944
Bangkok,Summer,Overcast,92.39983655,27.82611873,1004.94059,23.52341786
Chiang Mai,Rainy,Sunny,52.04323912,-22.68681372,1005.175216,24.22745016
Phuket,Summer,Overcast,65.89032972,17.12794221,1003.644956,29.048587
Bangkok,Summer,Cloudy,28.38585692,27.51651979,991.8504853,35.80708195
Chiang Mai,Rainy,Sunny,72.12454345,22.7092653,1002.81882,23.07604391
Chiang Mai,Winter,Cloudy,82.80486395,20.04609296,996.4974867,14.64285455
Bangkok,Summer,Sunny,24.61498633,5.05569423,994.3908791,38.01103131
Bangkok,Summer,Sunny,48.75639814,24.94439925,1014.388542,32.39326284
Bangkok,Rainy,Overcast,29.88283495,8.4536604,1004.613457,27.73431031
Phuket,Summer,Overcast,20.71913901,26.3504028,996.0383871,32.70353569
Bangkok,Summer,Sunny,61.35369427,9.487487684,1008.991236,32.35964656
Phuket,Summer,Cloudy,,4.319590114,998.0672492,34.2023932
Chiang Mai,Winter,Cloudy,82.93578019,22.06769074,,12.85189031
Phuket,Summer,Cloudy,78.50157142,22.68086125,993.4796812,29.6712445
Khon Kaen,Rainy,Overcast,73.24201218,18.15710212,994.9717593,20.782419
Khon Kaen,Summer,Sunny,45.5388115,3.794173496,1017.696183,35.88734639
Phuket,Summer,Cloudy,42.55740751,22.98215145,997.3924301,31.95021945
Khon Kaen,Winter,Cloudy,55.18974567,12.23323333,1015.529267,19.2293453
Chiang Mai,Winter,Sunny,93.83805864,28.0749993,1005.029531,12.23284729
Chiang Mai,Rainy,Overcast,40.95879677,1.910767986,1017.729138,25.66211479
Bangkok,Summer,Cloudy,20.77786037,22.99817653,1004.667839,35.08439794
Chiang Mai,Rainy,Cloudy,32.99265749,0.800899609,1005.385456,27.20510466
Bangkok,Summer,Overcast,67.37757918,20.99790458,1000.483418,28.30537771
Phuket,Summer,Overcast,31.4408487,16.92555564,1005.816098,32.76918216
